Name,GameGrin,Wired UK,Vgames,CD-Action,PLAY! Zine,Nintendo Force Magazine,App Trigger,RPGamer,LEVEL (Czech Republic),Vooks,Post Arcade (National Post),GameOver.gr,GameSpew,Games.cz,GRYOnline.pl,Universo Nintendo,Impulsegamer,GameCritics,Nintendo Enthusiast,Twinfinite,TrueGaming,ZTGD,Areajugones,Critical Hit,Pocket Gamer UK,Digitally Downloaded,New York Daily News,M3,The Sydney Morning Herald,Let's Play Video Games,Digital Spy,Cubed3,Atomix,Forbes,DualShockers,Yahoo!,Cheat Code Central,The Daily Dot,Trusted Reviews,GamesBeat,COGconnected,The Digital Fix,Telegraph,IBTimes UK,Digital Chumps,SpazioGames,Meristation,Game Revolution,USgamer,Game Rant,GamingTrend,Giant Bomb,Guardian,Game Informer,Polygon,GamesRadar+,RPG Site,Nintendo Life,3DJuegos,FNintendo,Gamer.nl,GameSpot,God is a Geek,IGN,Metro GameCentral,Stevivor,Time,Attack of the Fanboy,Destructoid,Edge Magazine,GameCrate,LevelUp,Wccftech,XGN,The Games Machine,IGN Spain,Hobby Consolas,Multiplayer.it,Games Master UK,Switch Player,RPG Fan,IGN Italia,NintendoWorldReport,NZGamer,JeuxActu,EGM,CGMagazine,Vandal,GamePro Germany,Game World Navigator Magazine,InsideGamer.nl,4Players.de,games(TM),DarkStation,Hardcore Gamer,Arcade Sushi,Washington Post,VideoGamer,Everyeye.it,Shacknews,Gameblog.fr,Easy Allies,TheSixthAxis,We Got This Covered,Eurogamer Italy,New Game Network,The Jimquisition,Gamer.no,Slant Magazine,Ars Technica,Eurogamer,Glixel,Kotaku,Mashable,The Verge,Vice,Wired,IGN Japan,FANDOM,Gameplanet,DarkZero,Gaming Age,GameSpace,AusGamers,Game Over Online,Power Unlimited,Merlin'in Kazanı (Turkey),Riot Pixels,Video Chums,Metro Montreal,Toronto Sun,Worth Playing,Digital Trends,CNET,The A.V. Club,Tired Old Hack,VG247,PC Games,SECTOR.sk,Nintenduo,Shindig,But Why Tho?,Noisy Pixel,The Mako Reactor,Pure Nintendo,Nintendojo,Gamezebo,Nintendo Insider,NME,TouchArcade,Nintenderos,Starbit,Pocket Tactics,Movies Games and Tech,VGC,Comicbook.com,GGRecon,PCMag,Dexerto,Eurogamer Germany,Gamereactor Finland,Gamereactor Spain,Screen Rant,GAMINGbible,Checkpoint Gaming,INVEN,Press Start Australia,Siliconera,TierraGamer,My Nintendo News,GameSkinny,GAMES.CH,Gamereactor UK,GamingBolt,IGN Adria,Jeuxvideo.com,TheGamer,WellPlayed,Gfinity,Player 2,Ninty Fresh Magazine,BaziCenter,Hey Poor Player,GameMAG,Daily Star,Cultured Vultures,Finger Guns,The Escapist,Gamersky,PlayGround.ru,Variety,The Indie Game Website,Gaming Nexus,Malditos Nerds,Carole Quintaine,MGG,MMORPG.com,British GQ,KeenGamer,Tech-Gaming,IGN Portugal,iMore,MGG Spain,Het Nieuwsblad,Launcher (The Washington Post),GameByte,IGN France,Softpedia,GamesHub,The Enemy,Oyungezer,Gamepressure,The Independent,GamersRD,Inverse,PlaySense,The Loadout,Gamers Heroes,IndieWire,Gamer Escape,NPR,Quarter to Three,Gamers' Temple,The So Videogames Podcast,T3,IGN Brasil,Buried Treasure,Gamereactor Sweden,Gamereactor Norway,Gamereactor Denmark,Eurogamer Poland,Strategy Gamer,UploadVR
naruto-shippuden-ultimate-ninja-storm-4---road-to-boruto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,80,,,,,,,,,,,82,75,,,,85.0,,,,,,,80,,80.0,,,,,,,,80.0,,,,,,,,,80,80,,,,,,,,,,,,,,,,80.0,,,,,75,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,85.0,,,,,70,,,85,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,
yoshis-crafted-world,,,,,85.0,75.0,75.0,,,80,,,,90.0,,,90.0,,90.0,80,75.0,70.0,80,85.0,,90.0,,70.0,85.0,,,70.0,80.0,,,,,,80,65,80.0,90,80,,,88,80,70.0,80,80.0,85.0,,,83,...,70.0,,80,90,90.0,80,80,80,78,70,70,,80.0,75,80.0,80,85.0,75,85.0,90,82.0,92,90,,70.0,,85.0,85,,80.0,,70.0,85,85.0,80.0,60.0,83,,80.0,80.0,,80.0,,80,,70.0,80.0,80,80.0,80,77.0,...,70.0,80.0,,...,,...,,...,,,,60.0,80.0,,75.0,90.0,,,,75.0,79.0,79.0,,,85.0,,,,,...,,,,,,,,85.0,100.0,,90,,,85,,,,80,,,,,,,,70,,,,80,,,90,,,,,,80.0,,,,,,,,,80,,,70.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable-barricade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,90.0,80,,,,,,,,,,,,,60,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cafe-enchante,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brothers-a-tale-of-two-sons,,,,,,,,,,,,100.0,,,,,,75.0,,,,,,,,,,,,,,70.0,,,50,,,,,,55.0,,,,,,,,,,,,,,,,,80,,70.0,,,80,,80,,,80.0,,,,,,,70,,,,,,,,85,,,,,,,,,,,,,,,,85,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,100.0,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
among-us,,,,,,85.0,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-ninja-saviors-return-of-the-warriors,,,,,,70.0,,,,,,,80.0,,,,,70.0,,,,,,70.0,,,,,,,,90.0,,,,,,,,,,80,,,,80,,,,,90.0,,,,,,,90,,90.0,,,80,,80,,,,,,,,,,,,79,,,70.0,,,70,,,,95.0,77,,,,,,,,,,,,70,,,70,,,,,,,,...,,,,,,,,,,,100.0,78.0,,,,,,,,,85.0,,,,,,,,,,,,,70.0,75.0,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,
mega-man-legacy-collection-+-mega-man-legacy-collection-2,,,,,,,,,,,,,,,,,,70.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,80,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stories-untold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,80,,,,,,,,,,,,,,,,,75.0,75,,,,,,,,,,,70.0,,,,,,,,,80,,,,,,,,,,,,,,,,,,,75.0,,,,,,,80.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scott-pilgrim-vs-the-world-the-game---complete-edition,,,85.0,80.0,,85.0,,,,70,,,,,,,,70.0,75.0,,,,,,,,,,,,,,85.0,,,,,,,,,90,,,,78,80,,,,,,,,,,,80,,,,,70,,,,,80.0,90,,,,,,80,,80,75,,,,74.0,85,,,,,,,,,,,,,,,,78,,,,90,,80,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,90.0,,,,,,,,,,,80.0,,,,,90,,70.0,80,80.0,80,,,70,,,,,,,90,80,,,,,,,60.0,,,,,80.0,,,,,90,,70.0,,60,,,,,,,,,,,,,,,,,,77.0,,80,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,
kaze-and-the-wild-masks,,,,85.0,,,,,,,,,,,,90.0,,,70.0,,80.0,,,,,60.0,,,,,,,,,,,,,,,84.0,,,,,,,,,,90.0,,,,,,,90,,,,,,,,,,,,,,,,,,,,83,,,,,85,,75.0,,,75,,,,80,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,70.0,90,,,80,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shin-chan-me-and-the-professor-on-summer-vacation---the-endless-seven-day-journey,,,,80.0,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,80,...,,75,,,,,,,,75,,,,,,,,70,,,,,,75,,,,,76,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,80.0,,,80.0,,,80.0,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-touryst,,,,,,,75.0,,,80,,,,,,,,,,,85.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,90,80,70.0,,80,,,,,,,75,70.0,,,,,,,,,,80.0,,,85,,,,,75,,,70.0,85,,,,,,,90,,,,90,,,65.0,,,,,,,,,...,,,,,,,91.0,,,,,,,80.0,,,,,,,,,,80.0,,,,,,,91.0,,70,,,85,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little-nightmares-complete-edition,,,,,,80.0,,,,80,,,,,,,76.0,,,,,,,,70.0,,,,,,,90.0,,,,,,,,,90.0,,,,,80,85,,,,,,,,,,,60,,,,,,,,,,,,,,,,80.0,,80.0,,82,,80.0,,,75,,,,75.0,,,,,79,,,,,,,80,,,,,70.0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,80,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hatsune-miku-project-diva-megamix,90.0,,,,,,90.0,,,,,,80.0,,,90.0,,,,,,,,,,100.0,,,,,,70.0,,,,,,,,,82.0,,,,,,77,,70,,80.0,,,,,,,80,,,,80,,,,,,,75,,,,,,,,74,80,,90.0,,,80,,,,70.0,80,,,,,,80.0,90.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,85.0,,,,,,,,,,,80.0,,,,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
arena-of-valor,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,80,,,,,,85.0,,,,,78,,,,,,,,,,,,80,,,,,,,,,,,80,,,,,,,,,80,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pokken-tournament-dx,,,,80.0,,85.0,75.0,,,80,,85.0,,,,,88.0,,80.0,80,,75.0,80,,,80.0,,70.0,,,,80.0,84.0,,75,,,,70,,70.0,,,,75.0,80,78,,,80.0,90.0,,,,,,,90,85,80.0,75,,65,80,80,,,80.0,75,,,83.0,75,80.0,88,80.0,86,70,,92.0,,83.0,85,85.0,70.0,75,90.0,75,81.0,,70.0,70,,,80.0,,,,78,70,80.0,,90,70.0,80,,,80.0,,,,,,,,,,,,,80.0,83.0,75.0,,,86.0,,,76.0,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsurface-circular,,,,,,,,,,,,,,,,,,70.0,,80,,,,,90.0,,,,,,,,,,85,,,,,,88.0,100,,,85.0,,,,,,80.0,,,,,,80.0,100,,,,,80,,,,,,80,,,,80,,,,,,,90.0,,80.0,50,,,,,,,,,,,70.0,,,,,77,80,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carto,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,80.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crystal-crisis,,,,,,90.0,,,,,,,,,,,,60.0,80.0,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,80.0,,,,,,,70,,,,,,,,,,,80,,,,,,,,,,,90.0,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,100.0,,,90,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,
kirbys-return-to-dream-land-deluxe,,,,,,,90.0,,,90,,,,,,,92.0,,,,,,85,,,,,,,,,,85.0,80.0,95,,,,90,,73.0,,80,,,78,80,,,,,,60,88,...,,,90,,,70,70,85,70,50,65,,,90,,,,75,,81,80.0,80,70,,,,70.0,,,,,85.0,82,,,,77,,,80.0,,,70,83,90,80.0,,,80.0,,,,,,,,,,,,,,,,,,91.0,,,,,80.0,,88.0,,,,80.0,,,,,80.0,80.0,79.0,,80.0,90.0,,,,,80,80.0,,90,,90,,80,70,,90.0,60,80.0,90.0,80.0,90,70,85.0,,90,70.0,86.0,85,,78.0,80.0,70.0,80.0,80.0,80.0,85,80,100.0,,,,,80,,,,,,,,,,,,,,,89.0,,,,,,,,,80.0,,,80.0,,,80.0,,,,,,,,,,,,,,,,80.0,,
when-the-past-was-around,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,80,,,,,,,,,,,,,,,70.0,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runbow,,,,,,,,,,70,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,70.0,,,85,,,,,,,,,,,,,,,,,70.0,,,80,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-pokemon-snap,50.0,,80.0,80.0,70.0,90.0,95.0,,,80,80.0,60.0,,80.0,,95.0,,,90.0,80,,95.0,82,85.0,,90.0,,60.0,85.0,,80,80.0,80.0,80.0,90,,,,,,78.0,,100,,,80,78,65.0,,90.0,95.0,,60,85,...,,60.0,80,...,,85,80,100,80,80,,,70.0,85,80.0,,80.0,85,,83,70.0,84,75,,70.0,95,84.0,75,,,100,80.0,80,83.0,65.0,,60,,,80.0,,,70,73,80,,80.0,70,80.0,70,70.0,,70.0,,...,...,,...,,...,,,80.0,,,,,,,,82.0,70.0,,50.0,,,80.0,80.0,,,,80,,,,80.0,80.0,80.0,,80.0,100.0,,70,,80.0,80,80.0,90,,,90,,80.0,,,,,90,80,80.0,,80,90.0,77.0,70,80.0,85.0,,80.0,,75.0,80.0,90,50,83.0,75,,70.0,80.0,80,,,,,,,,,70.0,,85.0,,,75.0,,80.0,80.0,80.0,80.0,70,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,
neo-geo-pocket-color-selection-vol-1,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,60.0,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,70.0,,,,,75,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,70.0,,,,,,,,,,,,,,85.0,90.0,70.0,83.0,90.0,80,,90.0,,,,,,,,,,,,,80,70,,,,,,,70.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capcom-arcade-2nd-stadium,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,,,,,80.0,78,,,,,,,,,,,,,70,,,,,,,80.0,,,,,75.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sniper-elite-4,,,,,,,,,,,,,,,,,76.0,70.0,85.0,,,75.0,,,,,,,,,,90.0,,,,,,,,,79.0,,,,83.0,63,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,88,,,73,,90.0,,70.0,85,,,,,,,,,,,,,,,,70,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kingdom-hearts-melody-of-memory,85.0,,,65.0,,70.0,,,,,,,,,,,,,90.0,,,,,,,70.0,,,,,,,70.0,,,,,,,,,,,,87.0,,,,,,70.0,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,90.0,75,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,85,,70,,,,,,,,,,80,,,,,,,,,,,,,75.0,90.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steinsgate-0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,,,,81.0,,,,,,,,,,,,,,,,,80,,,,,90,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
death-road-to-canada,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,80,,,,,,81.0,,,,,,,,,,,,,,,,,70,,80.0,,,90,,,,,,,,,,,,,,,,,80.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,65.0,,,,,,,,71.0,,,,,,,,,,,,,,100.0,,80,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pokemon-lets-go-pikachu!,,,,,85.0,85.0,80.0,50.0,,90,,70.0,,50.0,,,,,,90,70.0,,87,85.0,80.0,,,70.0,85.0,,,70.0,84.0,80.0,80,,90.0,80,80,...,83.0,90,80,,,73,80,60.0,80,70.0,80.0,,,85,...,90.0,80.0,80,85,70.0,70,80,,83,80,80,,60.0,75,70.0,73,80.0,88,75.0,80,75.0,89,80,,100.0,80,,65,,75.0,,,84,85.0,78.0,70.0,85,,80.0,80.0,,,,80,,80.0,75.0,80,70.0,80,68.0,...,70.0,,...,...,,...,,...,,,,80.0,80.0,,,95.0,,,,81.0,,,,,,90.0,,,,...,,,,,,,,,91.0,,80,,,80,,,,,,,,,,,,90,,,,90,,,,,,,,,75.0,,,,,,,,,,,,80.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blazing-chrome,,,,,,80.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,75,,80,,,,,,,,,,,,79,,,,,,80,,,,,,,,,,,,,,,,78,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,80,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,80,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
birushana-rising-flower-of-genpei,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,90,,65,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,80.0,90,,,80.0,,,,,,,,,,,75.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,
spyro-reignited-trilogy,,,,,,90.0,,,,80,,,,,,85.0,,,80.0,,,,85,80.0,,80.0,,70.0,,,,80.0,,,,,,,,,,,,,75.0,74,,,,,,,,,,,,80,85,80.0,,,60,,,,,,,,,,,80.0,,,85,60,,90.0,,,80,,,,,80,,,,77,,80.0,,,,,80,,,,,,60,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-next-penelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,80,,70.0,,,,,,,,,,,,,,,,,,,,80.0,,,90,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toem,,,,,,90.0,,,,,,,,,,72.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,80,,,,70,90,80,,,,,,70.0,,,,,,,,,,80.0,,80.0,70,,,,,75,83.0,,,,,,,,,,,80,,,80,,70,,,,,,...,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,90,,,,80.0,,,,,,,,75.0,,,,83.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu-gi-oh!-legacy-of-the-duelist-link-evolution,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,70.0,,,85,,,,,,80.0,90,,,,,,70.0,,,85.0,,,,,,,70,,,,,,,,,,,,,,,,,,,,68,,,,,85,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
framed-collection,90.0,,,,,,,,,80,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,70,,,,,,,,,,,,,,,,,,90.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joe-devers-lone-wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,80,,70.0,,,,,,,,,,,,,,,,,,80,,80.0,,,85,,,,,,,,,,,,,,,,78,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fightn-rage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,80.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,90,,,,82,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mad-rat-dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,80,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,70,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
